Pozo,Fecha,Produccion_Barriles,Presion_PSI,Temperatura_C,Agua_Producida_Barriles,Estado
Pozo B,2022-06-22,1999,2379,71.3,125,Cerrado
Pozo B,2022-04-06,814,2274,118.94,207,Cerrado
Pozo A,2022-01-25,1507,2396,109.64,146,Mantenimiento
Pozo A,2022-07-10,1193,2482,60.69,194,Cerrado
Pozo A,2022-10-05,938,2639,100.41,89,Cerrado
Pozo B,2022-11-28,2078,2668,82.71,318,Operando
Pozo C,2022-02-15,1652,2190,104.52,373,Mantenimiento
Pozo D,2022-11-14,2139,2482,75.51,155,Cerrado
Pozo A,2022-03-23,1245,2398,114.24,150,Mantenimiento
Pozo A,2022-05-15,1821,2518,100.23,177,Mantenimiento
Pozo D,2022-12-19,1997,2155,94.72,303,Operando
Pozo E,2022-06-10,1401,2031,93.38,272,Operando
Pozo E,2022-12-28,1792,2304,119.47,438,Mantenimiento
Pozo C,2022-01-15,1242,2444,68.2,407,Mantenimiento
Pozo A,2022-09-21,1584,2119,108.19,378,Mantenimiento
Pozo A,2022-12-27,1661,2196,110.59,253,Mantenimiento
Pozo C,2022-02-08,1307,2674,94.04,119,Cerrado
Pozo D,2022-07-23,1565,2453,81.84,264,Operando
Pozo A,2022-10-02,882,2761,72.27,415,Mantenimiento
Pozo A,2022-05-12,1389,2682,63.75,280,Mantenimiento
Pozo E,2022-11-26,1125,2003,86.4,137,Cerrado
Pozo E,2022-01-01,1142,2128,62.78,163,Cerrado
Pozo B,2022-06-12,887,2507,84.22,114,Operando
Pozo A,2022-04-19,935,2203,102.63,242,Mantenimiento
Pozo C,2022-08-23,1878,2617,78.51,371,Operando
Pozo E,2022-08-21,1462,2379,110.11,203,Cerrado
Pozo B,2022-02-15,2114,2414,85.97,97,Operando
Pozo C,2022-06-30,968,2369,119.63,288,Mantenimiento
Pozo A,2022-11-01,1240,2043,111.92,195,Mantenimiento
Pozo D,2022-03-14,1420,2223,64.19,334,Mantenimiento
Pozo A,2022-08-14,1414,2380,77.41,340,Operando
Pozo D,2022-09-23,1626,2632,80.55,289,Operando
Pozo A,2022-08-19,1716,2054,117.36,447,Cerrado
Pozo E,2022-06-14,1911,2270,89.86,412,Mantenimiento
Pozo C,2022-04-30,975,2337,103.64,450,Operando
Pozo B,2022-08-11,1212,2701,108.82,332,Cerrado
Pozo B,2022-01-23,1044,2049,74.63,164,Operando
Pozo A,2022-07-13,1943,2614,63.07,176,Operando
Pozo D,2022-04-02,1494,2110,118.04,101,Operando
Pozo C,2022-07-14,805,2564,115.98,271,Cerrado
Pozo D,2022-07-24,1443,2488,84.4,313,Mantenimiento
Pozo E,2022-04-03,1100,2032,104.83,461,Mantenimiento
Pozo A,2022-07-13,1743,2050,72.35,291,Mantenimiento
Pozo D,2022-07-07,1687,2599,92.71,449,Operando
Pozo A,2022-06-09,1706,2708,104.22,375,Cerrado
Pozo B,2022-02-26,1856,2407,78.3,164,Operando
Pozo C,2022-01-21,1551,2425,92.57,209,Operando
Pozo A,2022-04-19,2114,2101,85.85,341,Mantenimiento
Pozo A,2022-04-09,1406,2441,113.51,206,Cerrado
Pozo E,2022-11-14,1954,2613,81.78,382,Mantenimiento
Pozo C,2022-02-24,2137,2562,61.24,444,Mantenimiento
Pozo B,2022-08-03,1022,2306,108.02,50,Cerrado
Pozo A,2022-01-23,1466,2313,85.37,213,Cerrado
Pozo D,2022-07-30,1300,2699,99.17,127,Cerrado
Pozo B,2022-05-05,1081,2176,105.17,226,Operando
Pozo D,2022-07-12,1263,2651,108.06,116,Cerrado
Pozo B,2022-05-20,1416,2474,102.69,159,Cerrado
Pozo A,2022-01-01,1069,2153,102.76,318,Operando
Pozo E,2022-05-27,2093,2513,104.09,196,Cerrado
Pozo D,2022-09-20,1237,2484,70.73,386,Mantenimiento
Pozo A,2022-08-28,947,2325,99.27,50,Mantenimiento
Pozo A,2022-10-11,858,2548,92.84,219,Operando
Pozo B,2022-12-08,2080,2043,75.06,379,Operando
Pozo E,2022-10-07,1052,2261,114.93,412,Cerrado
Pozo A,2022-03-21,991,2248,60.16,410,Mantenimiento
Pozo B,2022-08-16,2185,2471,99.48,440,Cerrado
Pozo E,2022-08-30,991,2050,86.62,109,Cerrado
Pozo A,2022-07-26,974,2603,88.71,211,Mantenimiento
Pozo E,2022-11-06,1586,2672,117.78,380,Cerrado
Pozo E,2022-05-29,2175,2247,92.58,140,Operando
Pozo C,2022-05-29,811,2423,69.65,371,Cerrado
Pozo E,2022-05-20,1477,2399,99.17,212,Cerrado
Pozo E,2022-10-15,1847,2791,102.97,465,Cerrado
Pozo C,2022-12-19,1689,2031,79.69,271,Operando
Pozo D,2022-07-18,1875,2613,84.7,152,Mantenimiento
Pozo A,2022-02-03,1660,2679,83.62,293,Operando
Pozo E,2022-07-02,1188,2258,95.16,478,Cerrado
Pozo D,2022-10-30,976,2601,100.0,478,Operando
Pozo A,2022-11-18,974,2019,80.77,92,Mantenimiento
Pozo B,2023-01-01,1318,2744,66.44,411,Mantenimiento
Pozo B,2022-11-06,2055,2141,112.79,109,Mantenimiento
Pozo D,2022-06-08,972,2514,101.22,295,Mantenimiento
Pozo A,2022-12-03,1133,2279,101.36,149,Mantenimiento
Pozo C,2022-02-19,2155,2126,63.33,327,Cerrado
Pozo A,2022-01-31,1300,2532,80.84,303,Operando
Pozo C,2022-04-06,1171,2788,76.37,96,Mantenimiento
Pozo C,2022-04-29,2005,2395,106.92,88,Mantenimiento
Pozo E,2022-12-27,978,2224,105.27,392,Cerrado
Pozo A,2022-04-28,1952,2127,74.31,179,Cerrado
Pozo C,2022-04-10,1649,2757,76.15,121,Mantenimiento
Pozo C,2022-03-20,1457,2755,72.84,84,Operando
Pozo C,2022-08-22,859,2766,69.55,469,Operando
Pozo A,2022-11-24,960,2782,63.97,488,Operando
Pozo A,2022-12-05,2042,2383,65.65,227,Mantenimiento
Pozo A,2022-03-11,867,2613,82.91,135,Mantenimiento
Pozo E,2022-03-18,1283,2354,95.73,411,Mantenimiento
Pozo A,2022-02-15,2193,2722,67.71,183,Operando
Pozo C,2022-06-03,1690,2611,104.51,266,Operando
Pozo B,2022-10-04,1870,2151,114.08,73,Operando
Pozo A,2022-01-25,874,2598,92.26,437,Operando
Pozo E,2022-11-20,1770,2629,82.83,425,Cerrado
Pozo E,2022-04-13,1298,2151,65.93,376,Mantenimiento
Pozo C,2022-12-04,1341,2153,75.9,326,Operando
Pozo E,2022-09-02,1830,2143,67.22,442,Mantenimiento
Pozo C,2022-09-23,1153,2682,61.16,131,Operando
Pozo A,2022-07-07,1485,2316,77.27,282,Operando
Pozo A,2022-02-05,1687,2366,84.69,338,Operando
Pozo C,2022-02-24,1495,2635,110.77,341,Mantenimiento
Pozo C,2022-02-08,1262,2716,78.92,168,Operando
Pozo B,2022-05-05,1644,2058,73.46,229,Operando
Pozo C,2022-11-29,924,2276,119.82,497,Mantenimiento
Pozo A,2022-06-26,902,2625,110.52,218,Operando
Pozo D,2022-06-02,1731,2741,77.93,253,Cerrado
Pozo C,2022-11-11,1831,2689,75.29,321,Cerrado
Pozo A,2022-10-13,1879,2031,84.76,424,Operando
Pozo E,2022-12-01,1522,2498,86.34,345,Mantenimiento
Pozo D,2022-11-08,1933,2585,69.59,251,Cerrado
Pozo E,2022-06-28,1359,2233,90.78,399,Operando
Pozo E,2022-06-13,1356,2768,105.86,315,Cerrado
Pozo C,2022-06-26,1340,2290,80.17,279,Mantenimiento
Pozo C,2022-08-22,2126,2756,100.46,214,Operando
Pozo D,2022-04-21,1391,2326,98.87,352,Cerrado
Pozo D,2022-05-20,1292,2232,111.02,87,Cerrado
Pozo E,2022-09-17,1199,2034,84.77,202,Operando
Pozo E,2022-04-23,2039,2179,107.18,408,Cerrado
Pozo E,2022-04-18,1160,2011,79.71,104,Mantenimiento
Pozo A,2022-04-13,1868,2432,79.14,58,Operando
Pozo B,2022-03-13,2198,2118,102.6,459,Mantenimiento
Pozo A,2022-03-01,1769,2614,60.57,216,Operando
Pozo D,2022-06-16,1816,2732,113.49,420,Cerrado
Pozo D,2022-03-11,1565,2153,88.39,416,Mantenimiento
Pozo A,2022-05-30,956,2588,78.41,100,Operando
Pozo D,2022-01-04,1442,2186,118.63,227,Cerrado
Pozo E,2022-01-05,1209,2203,75.5,400,Mantenimiento
Pozo B,2022-09-17,853,2795,91.2,193,Mantenimiento
Pozo B,2022-06-28,1480,2425,98.25,255,Mantenimiento
Pozo E,2022-03-01,1779,2097,76.12,138,Operando
Pozo A,2022-03-22,1795,2600,107.36,67,Cerrado
Pozo A,2022-04-11,2156,2786,94.6,483,Cerrado
Pozo B,2022-03-14,1981,2732,100.46,203,Cerrado
Pozo E,2022-01-28,2062,2610,116.47,336,Cerrado
Pozo E,2022-09-05,1259,2332,60.63,412,Cerrado
Pozo B,2022-08-23,844,2136,79.68,401,Cerrado
Pozo D,2022-01-25,1015,2456,105.04,387,Mantenimiento
Pozo A,2022-11-15,1359,2201,102.94,84,Mantenimiento
Pozo B,2022-10-22,1182,2111,115.67,200,Operando
Pozo B,2022-09-23,1154,2161,87.59,81,Mantenimiento
Pozo D,2022-11-03,1076,2376,99.57,352,Mantenimiento
Pozo A,2022-02-20,1527,2325,76.1,296,Mantenimiento
Pozo C,2022-03-19,1427,2739,73.58,326,Operando
Pozo B,2022-02-04,1846,2592,108.5,86,Mantenimiento
Pozo B,2022-01-02,2132,2573,100.36,129,Mantenimiento
Pozo A,2022-06-25,2011,2075,110.88,407,Cerrado
Pozo A,2022-10-12,1677,2101,94.26,67,Mantenimiento
Pozo E,2022-12-10,1003,2041,87.97,146,Mantenimiento
Pozo C,2022-11-10,1866,2443,91.45,319,Operando
Pozo B,2022-01-15,823,2261,108.56,149,Operando
Pozo A,2022-12-09,1324,2361,103.96,382,Mantenimiento
Pozo D,2022-08-04,1973,2461,70.2,149,Mantenimiento
Pozo B,2022-08-07,2171,2364,119.86,392,Operando
Pozo B,2022-08-18,1983,2129,84.4,297,Mantenimiento
Pozo A,2022-04-20,2196,2165,104.79,421,Mantenimiento
Pozo A,2022-04-26,1562,2171,117.27,333,Cerrado
Pozo B,2022-12-18,1421,2778,67.93,453,Operando
Pozo C,2022-08-09,1377,2403,112.59,290,Operando
Pozo E,2022-12-19,1308,2211,83.17,208,Cerrado
Pozo D,2022-07-10,1123,2471,80.61,218,Operando
Pozo C,2022-06-01,1111,2427,88.97,105,Cerrado
Pozo C,2022-06-19,928,2217,67.49,59,Mantenimiento
Pozo B,2022-07-15,1649,2558,96.36,206,Operando
Pozo B,2022-08-04,2039,2297,75.29,481,Mantenimiento
Pozo A,2022-08-19,1297,2533,76.09,56,Cerrado
Pozo C,2022-09-05,2033,2680,96.38,287,Cerrado
Pozo D,2022-03-07,2159,2604,77.82,415,Cerrado
Pozo D,2022-12-22,1015,2372,77.97,396,Mantenimiento
Pozo B,2022-11-17,1498,2033,83.13,155,Operando
Pozo B,2022-02-19,878,2526,85.06,312,Operando
Pozo B,2022-10-22,1294,2146,83.17,488,Cerrado
Pozo E,2022-06-05,2098,2705,115.35,415,Mantenimiento
Pozo A,2022-03-16,1552,2766,115.26,249,Operando
Pozo C,2022-09-20,1661,2624,77.13,140,Mantenimiento
Pozo E,2022-11-01,1271,2381,93.04,110,Cerrado
Pozo C,2022-10-04,1962,2559,71.91,332,Mantenimiento
Pozo E,2022-10-27,1173,2789,107.98,98,Cerrado
Pozo B,2022-11-30,878,2019,83.37,242,Operando
Pozo A,2022-07-26,1094,2428,109.31,474,Mantenimiento
Pozo C,2022-08-17,906,2230,74.27,253,Mantenimiento
Pozo E,2022-10-27,1543,2668,63.0,200,Mantenimiento
Pozo E,2022-03-19,2115,2227,65.82,167,Mantenimiento
Pozo C,2022-09-04,1273,2194,74.48,439,Operando
Pozo B,2022-07-03,2194,2075,112.42,441,Cerrado
Pozo B,2022-07-15,1487,2428,108.16,234,Cerrado
Pozo E,2022-01-14,905,2100,112.16,424,Mantenimiento
Pozo E,2022-01-29,1081,2489,78.28,437,Operando
Pozo C,2022-02-10,967,2166,102.77,61,Mantenimiento
Pozo E,2022-07-02,896,2007,75.74,489,Mantenimiento
Pozo E,2022-03-31,1004,2271,112.31,102,Mantenimiento
Pozo E,2022-04-23,2009,2342,60.2,141,Cerrado
Pozo D,2022-07-09,1703,2397,119.05,371,Cerrado
Pozo B,2022-01-09,1095,2735,85.93,195,Operando
Pozo B,2022-01-23,1097,2729,95.66,149,Cerrado
Pozo C,2022-01-06,981,2613,113.77,157,Operando
Pozo C,2022-05-22,1275,2655,109.74,299,Mantenimiento
Pozo B,2022-11-13,2052,2745,88.97,153,Cerrado
Pozo E,2022-01-20,1129,2033,90.18,307,Cerrado
Pozo E,2022-04-21,1952,2351,71.3,351,Operando
Pozo B,2022-08-25,851,2657,61.74,455,Operando
Pozo E,2022-08-28,1111,2116,101.04,308,Cerrado
Pozo B,2022-02-03,1563,2648,109.17,71,Operando
Pozo E,2022-09-22,1958,2713,119.29,378,Operando
Pozo C,2022-03-03,1584,2613,109.47,346,Mantenimiento
Pozo E,2022-12-12,1213,2720,76.67,440,Cerrado
Pozo E,2022-04-21,1394,2490,99.36,122,Operando
Pozo C,2022-10-13,1570,2686,117.61,337,Operando
Pozo A,2022-11-28,966,2726,61.43,256,Operando
Pozo D,2022-07-03,1899,2097,88.28,477,Cerrado
Pozo A,2022-11-16,1739,2055,109.97,82,Operando
Pozo A,2022-04-23,1354,2783,117.75,182,Mantenimiento
Pozo E,2022-01-17,1296,2645,89.2,92,Cerrado
Pozo B,2022-08-15,895,2093,106.52,442,Cerrado
Pozo E,2022-07-23,1442,2488,78.79,399,Mantenimiento
Pozo A,2022-07-18,1415,2566,68.86,454,Operando
Pozo E,2022-01-12,883,2371,115.24,288,Mantenimiento
Pozo C,2022-11-18,2000,2070,101.55,126,Mantenimiento
Pozo A,2022-05-12,1383,2058,114.78,377,Cerrado
Pozo B,2022-10-07,1162,2166,75.59,244,Cerrado
Pozo D,2022-11-17,1106,2117,90.88,286,Cerrado
Pozo E,2022-03-11,1300,2055,97.32,322,Mantenimiento
Pozo B,2022-04-05,2162,2799,99.65,403,Operando
Pozo A,2022-08-23,2110,2702,73.26,362,Operando
Pozo C,2022-07-05,924,2254,88.96,269,Operando
Pozo D,2022-11-25,1411,2706,117.41,155,Mantenimiento
Pozo B,2022-01-29,1357,2351,85.93,424,Operando
Pozo E,2022-10-07,1796,2243,111.68,379,Cerrado
Pozo C,2022-05-22,2199,2758,65.58,267,Operando
Pozo D,2022-05-04,1756,2354,91.48,68,Mantenimiento
Pozo C,2022-03-05,1902,2643,86.32,145,Cerrado
Pozo E,2022-09-24,1981,2585,99.38,309,Mantenimiento
Pozo E,2022-10-08,1686,2430,111.16,429,Cerrado
Pozo E,2022-02-23,800,2226,97.88,362,Operando
Pozo D,2022-01-20,1986,2189,80.88,296,Cerrado
Pozo A,2022-09-02,960,2150,106.68,72,Mantenimiento
Pozo C,2022-12-29,1254,2798,70.52,241,Cerrado
Pozo E,2022-04-23,1648,2401,106.57,322,Mantenimiento
Pozo E,2022-11-26,1831,2457,115.53,311,Mantenimiento
Pozo E,2022-12-17,907,2282,93.4,286,Cerrado
Pozo A,2022-05-28,1894,2430,76.31,368,Operando
Pozo D,2022-04-05,1763,2158,114.43,257,Cerrado
Pozo A,2022-05-09,1545,2166,96.3,53,Operando
Pozo B,2022-07-13,965,2226,108.59,251,Operando
Pozo B,2022-09-02,1248,2076,113.81,389,Operando
Pozo B,2022-03-17,1216,2598,97.84,192,Mantenimiento
Pozo E,2022-05-28,1910,2091,60.66,198,Cerrado
Pozo A,2022-05-03,991,2174,78.16,282,Mantenimiento
Pozo A,2022-08-07,1117,2564,108.06,263,Operando
Pozo A,2022-04-05,984,2489,114.61,79,Mantenimiento
Pozo E,2022-04-09,2136,2261,118.91,322,Operando
Pozo E,2022-12-25,1534,2537,91.17,358,Mantenimiento
Pozo A,2022-08-31,1569,2637,69.66,171,Mantenimiento
Pozo A,2022-12-25,1464,2652,68.26,434,Cerrado
Pozo C,2022-11-20,1541,2520,95.29,182,Mantenimiento
Pozo D,2022-09-09,1088,2021,70.3,108,Cerrado
Pozo D,2022-02-28,1829,2127,109.47,339,Cerrado
Pozo A,2022-04-14,1883,2189,103.31,89,Mantenimiento
Pozo A,2022-10-02,2103,2661,81.53,445,Cerrado
Pozo D,2022-10-26,1562,2357,60.4,393,Operando
Pozo D,2022-10-14,1202,2731,67.54,305,Mantenimiento
Pozo E,2022-02-04,966,2444,118.59,337,Operando
Pozo D,2022-01-27,2043,2705,108.74,394,Mantenimiento
Pozo E,2022-10-24,1237,2159,63.92,162,Cerrado
Pozo D,2022-05-18,1717,2138,94.86,238,Operando
Pozo D,2022-07-08,1570,2553,113.57,74,Cerrado
Pozo D,2022-01-13,1247,2635,70.69,194,Operando
Pozo C,2022-10-18,1111,2583,74.94,183,Mantenimiento
Pozo D,2022-12-21,831,2148,105.19,140,Mantenimiento
Pozo B,2022-11-26,1525,2745,115.97,285,Cerrado
Pozo D,2022-03-28,1541,2239,109.01,414,Operando
Pozo D,2022-09-28,1105,2684,101.94,415,Mantenimiento
Pozo E,2022-03-26,1705,2213,118.42,126,Operando
Pozo A,2022-12-19,2185,2006,95.12,251,Operando
Pozo E,2022-07-27,890,2490,61.3,430,Cerrado
Pozo E,2022-12-24,1864,2508,65.5,361,Mantenimiento
Pozo B,2022-05-11,1948,2225,86.99,416,Cerrado
Pozo D,2022-02-20,809,2705,102.42,478,Cerrado
Pozo C,2022-12-20,1463,2771,70.12,198,Operando
Pozo D,2022-07-12,993,2497,70.32,338,Operando
Pozo E,2022-05-03,1409,2343,113.33,295,Operando
Pozo A,2022-01-20,2146,2767,68.97,274,Mantenimiento
Pozo D,2022-09-09,1209,2729,119.76,349,Operando
Pozo A,2022-06-29,861,2285,84.52,323,Cerrado
Pozo D,2022-05-23,1899,2564,114.11,146,Operando
Pozo E,2022-12-03,2075,2059,66.93,431,Cerrado
Pozo A,2022-09-11,1511,2138,114.08,398,Cerrado
Pozo E,2022-01-03,1471,2044,103.65,258,Mantenimiento
Pozo E,2022-05-03,988,2327,108.92,261,Operando
Pozo D,2022-11-03,1946,2690,91.3,292,Cerrado
Pozo A,2022-10-17,1171,2558,84.97,315,Cerrado
Pozo A,2022-07-16,1685,2384,107.34,249,Cerrado
Pozo C,2022-02-11,1406,2481,76.56,486,Operando
Pozo E,2022-03-16,1355,2438,78.2,224,Cerrado
Pozo B,2022-07-20,1042,2632,90.4,165,Mantenimiento
Pozo D,2022-04-29,2111,2065,106.32,401,Operando
Pozo B,2022-02-14,2004,2413,111.03,434,Mantenimiento
Pozo E,2022-10-13,1239,2190,64.23,141,Mantenimiento
Pozo A,2022-07-11,1195,2525,67.53,210,Cerrado
Pozo B,2022-10-24,1327,2192,60.62,301,Mantenimiento
Pozo D,2022-10-24,1233,2509,92.66,460,Cerrado
Pozo E,2022-08-28,2001,2724,94.96,258,Mantenimiento
Pozo B,2022-08-21,2128,2305,66.66,58,Mantenimiento
Pozo D,2022-03-22,1554,2529,115.68,53,Operando
Pozo B,2022-02-03,1366,2393,81.02,291,Mantenimiento
Pozo C,2022-03-03,2060,2485,106.93,143,Operando
Pozo B,2022-12-15,988,2750,65.92,76,Operando
Pozo D,2022-06-03,1950,2294,74.44,300,Mantenimiento
Pozo C,2022-08-20,1480,2694,79.2,388,Operando
Pozo D,2022-09-13,2066,2385,66.71,188,Operando
Pozo B,2022-01-27,1442,2474,102.72,477,Operando
Pozo B,2022-03-31,1013,2399,111.14,385,Mantenimiento
Pozo C,2022-02-18,1451,2029,97.84,441,Operando
Pozo A,2022-11-11,1071,2287,95.61,355,Operando
Pozo D,2022-04-08,961,2019,76.93,118,Mantenimiento
Pozo E,2022-12-29,1253,2552,72.22,409,Mantenimiento
Pozo A,2022-06-16,855,2351,83.34,76,Cerrado
Pozo E,2022-04-07,1934,2595,115.66,123,Cerrado
Pozo E,2022-02-07,1614,2433,61.42,494,Operando
Pozo D,2022-12-18,985,2781,80.52,76,Operando
Pozo C,2022-12-30,839,2466,115.26,276,Cerrado
Pozo E,2022-03-09,2013,2499,104.9,319,Mantenimiento
Pozo E,2022-08-23,1433,2272,88.19,174,Mantenimiento
Pozo B,2022-05-07,989,2155,64.71,405,Mantenimiento
Pozo C,2022-08-05,1243,2487,68.1,450,Cerrado
Pozo A,2022-09-02,1394,2170,74.82,487,Operando
Pozo E,2022-08-01,1067,2566,107.66,467,Mantenimiento
Pozo D,2022-01-11,2171,2124,102.33,234,Cerrado
Pozo D,2022-08-19,1451,2368,102.24,473,Cerrado
Pozo E,2022-04-01,943,2506,115.46,246,Cerrado
Pozo E,2022-07-04,1654,2552,97.82,285,Cerrado
Pozo A,2022-07-27,1379,2235,118.39,381,Mantenimiento
Pozo D,2022-05-05,1267,2450,82.89,196,Mantenimiento
Pozo D,2022-12-20,1998,2595,100.11,319,Cerrado
Pozo A,2022-05-24,1121,2361,106.69,99,Operando
Pozo E,2022-05-31,1348,2021,93.07,161,Mantenimiento
Pozo B,2022-11-02,1068,2282,86.57,355,Mantenimiento
Pozo A,2022-01-31,2134,2273,103.33,391,Mantenimiento
Pozo E,2022-06-07,1603,2146,72.62,68,Cerrado
Pozo C,2022-06-12,2070,2483,93.1,313,Mantenimiento
Pozo D,2022-05-08,1294,2172,104.49,435,Mantenimiento
Pozo D,2022-12-08,1837,2546,107.32,481,Operando
Pozo B,2022-01-17,1944,2093,71.51,381,Mantenimiento
Pozo A,2022-12-22,881,2575,118.98,181,Operando
Pozo C,2022-03-08,1688,2500,91.32,54,Operando
Pozo A,2022-02-06,1415,2724,108.12,189,Operando
Pozo E,2022-08-26,1754,2732,91.27,198,Operando
Pozo E,2022-02-13,1013,2120,119.4,319,Operando
Pozo A,2022-12-04,1194,2274,61.96,213,Mantenimiento
Pozo C,2022-03-13,1933,2595,67.26,320,Mantenimiento
Pozo E,2022-01-21,1384,2138,108.32,60,Cerrado
Pozo A,2022-03-16,2140,2769,101.56,158,Cerrado
Pozo B,2022-08-10,816,2006,115.95,203,Operando
Pozo D,2022-03-23,1994,2165,104.0,438,Cerrado
Pozo D,2022-05-14,1016,2548,110.51,228,Operando
Pozo E,2022-01-22,846,2584,70.95,269,Mantenimiento
Pozo D,2022-04-27,990,2063,107.85,110,Mantenimiento
Pozo B,2022-02-23,2154,2666,104.25,312,Mantenimiento
Pozo D,2022-04-05,2067,2716,118.08,468,Operando
Pozo D,2022-07-01,993,2113,61.97,493,Mantenimiento
Pozo E,2022-02-04,1825,2093,107.58,380,Mantenimiento
Pozo E,2022-08-31,1940,2182,91.05,81,Cerrado
Pozo D,2022-05-26,2048,2097,80.21,481,Operando
Pozo A,2022-09-24,1122,2268,70.82,405,Mantenimiento
Pozo C,2022-12-09,1796,2428,81.6,416,Cerrado
Pozo D,2022-12-22,1971,2393,116.37,64,Cerrado
Pozo E,2022-09-03,1937,2783,75.71,93,Cerrado
Pozo C,2022-06-10,2151,2037,78.12,138,Operando
Pozo E,2022-12-25,1386,2684,75.04,274,Operando
Pozo E,2022-04-15,1353,2539,105.85,473,Operando
Pozo C,2022-02-16,824,2470,88.89,57,Mantenimiento
Pozo D,2022-06-16,1802,2453,90.27,111,Mantenimiento
Pozo C,2022-01-04,1984,2007,97.97,299,Cerrado
Pozo C,2022-09-15,1037,2718,62.55,378,Operando
Pozo B,2022-05-21,1500,2658,82.32,499,Operando
Pozo D,2022-08-06,1689,2473,63.31,226,Mantenimiento
Pozo B,2022-06-26,1506,2234,63.48,390,Cerrado
Pozo B,2022-08-02,1630,2147,91.32,494,Mantenimiento
Pozo D,2022-09-16,1802,2329,77.68,304,Operando
Pozo A,2022-08-03,2107,2198,64.58,357,Cerrado
Pozo B,2022-01-14,2045,2685,105.64,302,Operando
Pozo E,2022-11-11,1237,2631,117.17,461,Cerrado
Pozo B,2022-01-02,1894,2063,60.52,229,Operando
Pozo C,2022-12-29,1768,2759,86.38,229,Mantenimiento
Pozo B,2022-06-19,1600,2200,100.8,260,Cerrado
Pozo B,2022-02-10,2126,2025,89.36,301,Mantenimiento
Pozo D,2022-02-02,1251,2769,117.28,420,Mantenimiento
Pozo A,2022-06-27,1832,2069,91.86,113,Mantenimiento
Pozo A,2022-07-11,1115,2422,108.61,162,Cerrado
Pozo A,2022-06-28,1623,2723,65.14,298,Cerrado
Pozo B,2022-08-31,874,2747,109.99,202,Cerrado
Pozo D,2022-08-19,2027,2168,97.56,94,Operando
Pozo E,2022-10-11,2119,2306,118.03,228,Mantenimiento
Pozo C,2022-09-20,1299,2507,82.25,50,Operando
Pozo D,2022-08-01,808,2277,110.84,399,Operando
Pozo A,2022-07-10,1665,2251,113.76,77,Cerrado
Pozo E,2022-09-03,1929,2507,85.91,85,Cerrado
Pozo E,2022-05-05,1345,2642,80.67,286,Cerrado
Pozo E,2022-05-19,1157,2740,111.69,143,Cerrado
Pozo C,2022-07-11,1504,2135,70.17,144,Cerrado
Pozo C,2022-02-08,1171,2089,81.31,368,Operando
Pozo A,2022-05-13,996,2244,78.54,163,Cerrado
Pozo D,2022-06-26,2101,2236,105.54,293,Cerrado
Pozo D,2022-12-02,2052,2211,102.49,212,Cerrado
Pozo B,2022-09-07,1417,2097,91.91,283,Operando
Pozo C,2022-03-03,1469,2278,83.74,206,Mantenimiento
Pozo E,2022-08-03,2188,2020,65.15,229,Operando
Pozo E,2022-03-14,1447,2293,108.59,341,Cerrado
Pozo A,2022-09-07,2126,2017,87.29,85,Mantenimiento
Pozo A,2022-04-07,1147,2144,89.52,461,Cerrado
Pozo D,2022-11-22,1655,2197,107.84,229,Operando
Pozo B,2022-06-30,2191,2373,98.79,334,Mantenimiento
Pozo B,2022-02-23,1945,2197,83.74,173,Mantenimiento
Pozo C,2022-07-27,815,2695,97.12,265,Operando
Pozo E,2022-02-19,1731,2280,100.52,368,Operando
Pozo E,2022-10-20,1147,2471,73.24,72,Mantenimiento
Pozo B,2022-11-05,1105,2462,116.73,356,Operando
Pozo C,2022-03-18,981,2027,108.6,407,Cerrado
Pozo A,2022-05-13,1602,2422,82.57,360,Mantenimiento
Pozo C,2022-05-22,1210,2426,93.11,273,Operando
Pozo A,2022-06-25,991,2614,91.93,353,Mantenimiento
Pozo C,2022-05-06,1069,2117,107.51,227,Cerrado
Pozo B,2022-10-11,1575,2542,103.03,161,Mantenimiento
Pozo C,2022-07-19,1420,2176,77.14,400,Cerrado
Pozo C,2022-03-05,1831,2216,95.96,112,Operando
Pozo D,2022-06-26,1496,2506,87.8,162,Operando
Pozo C,2022-12-17,885,2373,91.88,308,Mantenimiento
Pozo C,2022-10-14,2186,2174,103.25,427,Cerrado
Pozo C,2022-10-06,810,2201,60.93,269,Operando
Pozo D,2022-12-07,1934,2715,89.87,195,Cerrado
Pozo E,2022-08-19,1337,2240,67.08,425,Mantenimiento
Pozo C,2022-12-01,1486,2468,78.96,235,Operando
Pozo D,2022-04-23,1888,2525,81.52,446,Cerrado
Pozo B,2022-07-20,811,2522,74.46,58,Cerrado
Pozo A,2022-03-07,1336,2257,113.5,361,Mantenimiento
Pozo E,2022-08-04,1053,2718,96.54,87,Cerrado
Pozo B,2022-04-06,938,2076,60.72,64,Mantenimiento
Pozo E,2022-01-28,1387,2575,116.73,126,Operando
Pozo A,2022-02-27,1926,2152,97.69,195,Operando
Pozo B,2022-12-28,1123,2546,98.86,143,Mantenimiento
Pozo C,2022-12-29,1365,2476,106.08,148,Mantenimiento
Pozo C,2022-09-24,1423,2628,88.4,137,Cerrado
Pozo A,2023-01-01,1179,2766,104.5,329,Cerrado
Pozo A,2022-04-15,1039,2190,97.57,430,Operando
Pozo B,2022-01-11,892,2172,92.55,218,Operando
